id	cleaned_text	HS	TR	AG
18724	user lol so you admit it love it jailhouse. i rest my case. you're so pathetically hysterical. beyond funn…	0	0	0
18725	positivelyjoan  rt altnatparkser  mike pence  'allowing rape victims to have abortions will lead to women trying to get raped' rt if you ar…	0	0	0
18726	"don't worry ann. after your multi-day meltdown over having to simply switch seats on a delta airplane flight last year, we still consider you the ""most hysterical woman"""	1	1	0
18727	user which one of the two wins the prize for most hysterical woman	1	1	0
18728	user stfu u hating ass bitch go suck her big dick pussy ass hoe u lookin like a rat	1	1	1
18729	this hysterical woman is just completely brain dead. come on ca, you can do better than this empty bag of skin.	1	1	1
18730	there's only one hysterical woman in this tweet, and she's not a senator	0	0	0
18731	so user is a faker and a tool. and he's competing with user to see who can be the most hysterical woman in the senate. what a surprise.#kavanaugh	1	1	0
18732	stfu you aint make no noise yet pussy 	1	1	1
18733	user user god dammit, boys you did it again. van talk was hysterical. congrats on everything.	0	0	0
18734	user that's because you've already won the title most raggidy skank who's a disappointment to her father...	1	1	0
18735	booty fever out in this bitch	0	0	0
18736	idc if she's the one that confirmed it. it was two years since they've been dating. they obviously thought long and hard abt coming out as a couple. shut the fuck up	0	0	0
18737	user user he killed them in war, but didnt rape,molest and sold women in slave markets. didnt con…	0	0	0
18738	user user yea you pussy boy like i said ill get into your room if i have too 	0	0	0
18739	for crying out loud, ivanka stfu you ignorant, grifting, kunt you pretend to care about women what about the mothers of the children your father's administration are imprisoning what about kavanaugh	1	1	1
18740	user fry me you pussy	0	0	0
18741	user i agree with you about vanessa being a skank brah oh wait... did i say that out loud oppssss...	1	1	0
18742	hollywood tales  how do u judge this guy ..a pig harvey weinstein more women accuse hollywood producer of rape	0	0	0
18743	u just like me to feel weird thanks holly so fuck u then bitch go fuck yourself childish little girl grow up i hate u i'm glad i don't c u now bitch face i'm not talk on u 2day now fucking cunt	1	1	1
18744	there's a stupid woman on youtube doing a spirit box saying the most horrendous insensitive things to the 'ghost' of shan. the silly skank would be conversing with demons and she ain't got cross or nothing to counteract it. and i'm glad leave shan alone.	1	1	0
18745	user user user no. that's not the reason. feminazi back in ur hole bitch.	1	1	0
18746	user says the bitch that won't stop saying it. stfu hoe	1	1	1
18747	hold up im jacking that perfect way to end a argument ima be like yo stfu you wanna argue or get yall pussy ate pick one	0	0	0
18748	the fact that cube would rather fuck their whole existence, along with the artists careers under their label to try and punish a relationship is beyond me. i hope they choke on a dusty ass dick.	0	0	0
18749	fuck you hoe you ugly anyways i was just trynna see what that pum pum like twanny said it make noises, skank ass hoe says the nigga that had no chance	1	1	0
18750	shut the fuck up you stupud fucking edater , go get some fucking pussy irl you dumb muslim	1	1	1
18751	user user lmao stfu nigga you dont know this shit im going through nigga, you over here tryna kys over some dumb reason foh, try living my life lmao you pussy boy	0	0	0
18752	besides it being disgusting; rape jokes are so fucking old it's like telling women to 'go back to the kitchen' smh	0	0	0
18753	brown nose nikki, you were silent when donnie talked about his pussy grabbing, you were silent when he call black countries shit holes, you were silent when he spewed his racist vitriol, you were silent about charlottsville. i can go on and on....so stfu	1	1	1
18754	user user the skank that looks like half man and half it actually has the nerve to make fun of someone else's looks i can't make your kind of stupid or ugly up. looks like your surgery was a success, congrats, dude. btw, why do you f	1	1	1
18755	two blue-blood rednecks (yeah apparently its possible to be both) were shouting at my iranian boss about how trmp hasnt committed any treason and that hillary (not the russians) stole the dem primary from bernie.i told them they all sounded like hysterical women.they left.	0	0	0
18756	collected hundreds of hysterical women to display their best hysteria upon cue during sen hearing - sounds like a try out for a tv show	1	0	0
18757	user user not any man - rape fantasy writing paid women staff less calling pp establishment women's rig…	0	0	0
18758	truly are hysterical together. i tend to agree w user tho. you never know when you need a snack…	0	0	0
18759	not enough thousands and thousands@ angria to get you elected you lost youre like hilary clinton..spoiled petulant and entitled...stfu	1	1	1
18760	user you are a fake feminist and hypocrite not one word about this woman beater. and not one word about the hollywood who rape women and teenagers. you are a hypocrite just like obama a hypocrite	0	0	0
18761	well at the risk of being called sexists, a hysterical woman or drama queens are appropo descriptions of these two	1	1	1
18762	user you sound stupid. women like you should stay in the kitchen and be quiet. this isnt about the money obama has but about a dumb president and user that wont do their job.	1	1	1
18763	"listen skank. your sugar daddy is the biggest 5x draft-dodging, punk-bitch coward in the country. your opinions mean nothing. you go find a stripper pole, or whatever you did before, stfu about cowardice. enough ""melania trump"""	1	1	1
18764	me crying me to me  ard you pussy ass bitch stfu it ain't cute	1	1	1
18765	youre such an ugly fucking bitch and i take back no words i said to you and i wish i slapped you when you were stood infront of me blahing your eyes out you pussy bitch	1	1	1
18766	user you think bots can argue. you're so hysterical you can't understand the basic meanings of words. and you're still losing	0	0	0
18767	user i need fuck you pussy mami	1	1	1
18768	user you people are hysterical. dow up 26% since election	0	0	0
18769	corey booker and kamala harriss are competing for the most hysterical woman in the senate	1	1	0
18770	niggas be like your pussy bald you must want a pornstair 24/7 stfu	1	1	0
18771	bitch stfu	1	1	1
18772	you smoke too much stfu pussy	1	1	1
18773	user user i will fight him.5 rounds and at 5 minutes in cage match. looser leaves town match. come on you pussy.	0	0	0
18774	i said i want dick cause im sad & sex makes me happy & you on here saying im mentally ill. bitch stfu.	0	0	0
18775	can we just take a second to remember that user rapped three months ago cause now i see women as something to nurture, not something to conquer and now hes yelling out your such a fucking hoe, i love it	1	0	0
18776	user nike will become a even better hit, now your daughter on the other hand.... bitch, stfu. nike has grabbed you by your pussy.	0	0	0
18777	user user user could somebody tell those paid assholes that keep interrupting the confirmation hearings to shut the fuck up	0	0	0
18778	cory booker thinks he's the most hysterical woman in the senate	0	0	0
18779	"user oh my gosh. oh. my. gosh. my head is about to explode with that person's tweet. ""stay in the kitchen cooking for her man"" clearly this person wants a show solely about frnk and the misogynistic life he'd lead, not jamie x claire that's in the books and the show."	0	0	0
18780	idols literally arent gonna trust yall with dating shit anymore like fuck they actually wanted to be honest with yall and they trusted yall enough to talk about it and yall ruined their fucking careers . im pissed off and knetz can choke gn	0	0	0
18781	hahahhahahahahahahahhahaha first of all wtf is you saying sweetie , like im atheist i dont even want to marry like stfu , and dear men stop rapping us on the streets , we are not made for please you dumb motherfuckers , i dont give a shit about what bible says man	0	0	0
18782	y'all degrading ikon, watch out. they might not be the most popular, but they are one of the few versatile kpop groups. you can't bring them down, not at this era. they will continue to shine, and you can no longer do anything to stop it so stfu	0	0	0
18783	when multiple women hear and share stories of rape by how can he get a fair trail 	0	0	0
18784	user you have lost all sense of reality. you're one very hysterical woman .	1	1	0
18785	left the wh dead broke, but were able to buy 2 million dollar homes and buy their skank daughter a 10 million dollar apartment. boy, would i love to see those loan applications and bank statements. can you smell bank fraud and tax shenanigans	1	1	0
18786	user user user when people say it's the women's fault that's so wrong no women wants unwanted sexual advances nor rape.	0	0	0
18787	bitch stole my tips so i stole hers right back. fucking cunt.i hate serving.	1	1	0
18788	u motherfucking bitch didnt tell me i could move my king chips when i had f o ur and you had none. cheating ass hoe.	1	1	1
18789	bitch u a whole catfish who was trynna get me to fuck u in a janitors closet..... mind you you're 15	0	0	0
18790	hilarious shrieking hysterical women are annoying. regardless of what point they are trying to get across. just be an adult.	1	0	0
18791	user not really. if anything, in your case it's being too kind.i would use 'a low iq, hysterical woman of zero talent.'	1	1	1
18792	if this bitch doesn't shut the fuck up i swear to god	1	1	1
18793	user user user user user user user user user user dude, shut the fuck up. you sound like like a fucking pussy.	0	0	0
18794	"user user competing for most hysterical woman at the kavanaugh hearings"" trying to create outrage and hate"	1	1	0
18795	not all men youre right, gomez addams would never do this	1	0	0
18796	user user another cunt named sandip appeared.and crying about developing. okay cunt sandip how did you justifying you other device like x4, g6 family comes with oreo  .. how moto z2 play getting updates for oreo you motherfucker yo	0	0	0
18797	if you need a laugh, read some of tweets on skank user twitter account. my god, there are some very, very stupid people in this world.	0	0	0
18798	idk why, but im a lot nicer to the people i dont like that much. the people i truly love get called a skank bitch or something of that nature	0	0	0
18799	user those who rape women are talking about women role.	0	0	0
18800	"user ""your mom has hair on her pussy so you need to stfu"" lmfao"	1	1	0
18801	user user this is no costume party pic, just the slut bitch doing a nude lesbian photo.	1	1	1
18802	user fuck u slut. your pork dead father is burning in hell. fuck face jewellery seller bitch.	1	1	1
18803	user hilly won't return harv's250kdonation per guidestar foundation990 tax form 450million on hand pro woman anti rape til it	0	0	0
18804	user user user yeah stfu pussy aint copying shit, im talking about my own shit yet you sitting here acting like you shit. you just mad you cant make music in the first place.	0	0	0
18805	user user user i dont give a fuck weirdo, them shit ugly. you pussy, yuh mothers dirty, and we not friends. suck my dick you can have the last word	1	1	1
18806	aka that stupid man with the ugly toes that couldnt even do his own grocery shopping bitch charge me for this neck ass hoe ill yank ur slides off and go full chancla on u bitch fucking bitch fuck u fuck retail oh my god bruh please may i punch you	0	0	0
18807	user my little commie skank look at you im so proud	1	1	0
18808	user are you scared theyll take the crown from you your reign as most hysterical woman has been long and most likely, safe. user user user user	1	1	0
18809	sip wine with yo bitch while she explain shit to you, you couldn't understand as a man on yo own. women's perspective will help you grow if you stfu & listen.	0	0	0
18810	hi bitch pls user us skank ass hoe you aint bouta to do shit but we can throw hands tomorrow since you so bold on twitter	1	1	0
18811	wait, you people actually had swine flu you were doing the catch it, bin it, kill it skank for real	0	0	0
18812	user user user i dont give a fuck if you started the tweets or if katelyn did. either way you were talking shit to katelyn so i joined this shit bc shes my friend. thats what my point was so shut the fuck up youre a nasty bitch	1	1	0
18813	user you forgot skank in your twitter description.	1	1	0
18814	user better most hysterical woman than most cadaverous ghoul.now shut up and go back in your crypt. the sun is up.	1	1	1
18815	user user yes yes ann, lets continue to perpetuate the hysterical woman stereotype. such a shame. you dont deserve your position of power. a disgrace to fellow women.	1	1	1
18816	wait also what fucking gift am i getting from my man at marriage is he also going to be a virgin , since you know god made virgins stfu i hope you never get laid again	0	0	0
18817	when im eating pussy for my pleasure i dont care if you nut 8 times , smack me in the head , run away, smash my head with yo legs , or cry. if im not finish bitch im not finish now stfu and stop crying	1	1	1
18818	"i'm done with twitter. all i did was express my views. i kept saying things like ""i might be wrong"", ""that's how i feel"" throught my thread bc this is exactly what i feared. you all ganging up & attacking me.now i'm a solostan, racist, idiot, bitch & skank & more"	0	0	0
18819	encouraging men to have sex while denying women’s rights to their body also promotes rape culture since women can have no say or options	0	0	0
18820	im at my friends crib in east orange right and her windows wide open- all i hear is you pussy bitch suck my dick thats why i fucked your cousin my nigga	1	1	1
18821	utter scum. they come here only to mock us, to rob us, to rape our women and to fight us. they think we are weak. t…	0	0	0
18822	im perfectly happy with my boyfriend bitch but dont worry karma is coming for your skank ass	1	1	0
18823	sometimes it can feel like your old mommy is always ready to be intimate with you.even at 68this lustful mom's pussy doesn't stop soaking	1	1	0
18824	user user wow, i had no idea calling booker and harris hysterical women was racist. amazing how things get redefined on a daily basis.	1	1	0
18825	"4. in addition, it plays on the ""hysterical woman"" trope, which i assume was designed to use and tear down later in the film. nonetheless, it was annoying at the time i tried watching it."	0	0	0
18826	user user shes the kind of skank you dont want to see when the lights come on at closing time ,along with melania and ivanka russian skanks	1	1	1
18827	its really hard to tell who the most hysterical woman is at these senate hearing this week - user or user 	1	1	0
18828	user only if youre a skank who cant afford wireless headphones. stick with rotten android phones. buh-bye.	1	0	0
18829	liberals are self-identifying as spectacularly stupid, egocentric liars who will say & do anything in pursuit of their self-elevating agendawant proofjust watch user & user compete for most hysterical woman at the kavanaugh hearings#walkawayfromdemocrats	1	1	0
18830	user it is both. the likes reward this behavior so you train yourself into being regularly hysterical.	0	0	0
18831	user oh, you pussy grabbing , lying jack ass.	0	0	0
18832	user what the fuck did you sacrificeyour a fucking bitch ass pussy and you need to get your ass beat you piece of shit	0	0	0
18833	25 hysterical chinese insults that you should know today (nsfw)	0	0	0
18834	user wah i only make 15 million a year, wah. what a fuckin bitch bro. cry me a river you pussy.	0	0	0
18835	another fucking piece of a crap. you have gone too far in chasing mirages, kashmiri women do not sleep around with rss men, you fucking cunt, there is no sanity left in you now. you must have heard that phrase. 'langoor ke haath angoor' this shit is similar.	1	1	0
18836	user shut the fuck up you treasonous bitch of a whore hurry up and die already	1	1	1
18837	user user you guys get hysterical trying to pin bernie’s loss on anyone but him, but this particul…	0	0	0
18838	user user user user if it's americans getting shot, why do you even care women around the world suffer at the hands of islamic savages.. beatings, acid attacks, rape, murder.. but those guns are so scary to you, aren't they	0	0	0
18839	user hysterical user did you make that up yourselves the sooner user grow a pair and ban your shit paper the better.	0	0	0
18840	women who scorn other women for charging rape are what makes it hardest for women 2 seek help. we are half the pop. 2gether we rise.	0	0	0
18841	see this is what i be talking about. people get out of pocket real quick and never ever lived with these individuals a day in their life. i hate people like this. its not just a man or woman it was just a fucked up relationship. stfu	0	0	0
18842	user user user if you'll just move to hollywood and produce good movies, you may rape women with impuni…	0	0	0
18843	user most hysterical woman way to apply a type of feeling to a specific gender. that is an absolute disgrace to insinuate that 1) woman are hysterical and 2) being called a woman is an insult.	0	0	0
18844	i can't wait until he has a daughter so then he can fully understand how bad rape is and that women are actually people  smiling face with smiling eyes  smiling face with smiling eyes  smiling face with smiling eyes 	0	0	0
18845	booker & kamala competing for most hysterical woman at the kavanaugh hearings.spartacus.	1	1	1
18846	to the bitch who said the united states is rape free. ask the millions of women who haven’t reported it due to how bad our society is.	0	0	0
18847	user that bitch is giving me the fuck u i just filled ur glass....simone is getting 24% instead of 25....thats right whore im talking to you. oh no, thank you just the bill it was good. (it really fucking wasnt)	1	1	1
18848	some little skank stamped on my ankle at 7 aside today and now im walking funny. got me right on the bone with his stud the little cunt	1	1	0
18849	user user (2) user after the campaign each woman disappeared. as a rape survivor who…	0	0	0
18850	idc if you fat or skinny bitch if you dont say excuse me, im not moving my chair. fuck u hoe	1	0	0
18851	i dont understand who work so hard at sex work. they are so nuts about having sex even in the situation at work. huh youre just another bitch working at the same store. furthermore, you cant do anything what you are needed and have to. die bitch die.	1	1	1
18852	user why an ordinary woman resist and don't allow rape> if gone through rape>how it becomes trauma u r disres…	0	0	0
18853	user ive seen you break down in tears and when the audience turned on you so lets not talk about hysterical women.	0	0	0
18854	"user this meadowlands mama is just a ""pity party"" you gonna stop using a taxi coz some skank called you fat"	1	1	0
18855	user user user yes so obtuse every other country in the fucking world has one. herp derp. we help fund border walls for other countries then deal with race shaming bullshit from dick lickers like you when we want to protect ourselve	1	1	1
18856	and if anyone can recognize an hysterical woman its user she just has to look in the mirror.	1	1	0
18857	user you are pretty hysterical yourself.	1	1	0
18858	user you are the most hysterical woman not there	1	1	0
18859	user user these women have alleged rape when did they make these claims and have they filed suit…	0	0	0
18860	what user did was the yt equivalent of a woman making false rape claims. he fucked over any real doxxing victims in the future.	0	0	0
18861	user user user who the fuck are you talking to pussy, i stated my point til your bitch ass team beats outlaws in the battle of texas i dont give a fuck about anything else eat a dick and shut the fuck up	1	1	1
18862	ann coulter calls cory booker a 'hysterical woman'	0	0	0
18863	"corey booker has demonstrated to the world what a grandstanding dramma mamma he is. he lied about documents that were available to him and the contents. his ""spartacus"" moment was more like a hysterical woman with pms lol what a douche+ liar"	0	0	0
18864	social media ambassadors | woar - women organized against rape	0	0	0
18865	user and you are competing for the ugliest nastiest skank in america.....	1	1	0
18866	@elenakoshkaxoxo will do anything to be a member of your guild, you can use her up, she loves to choke on cocks and her pussy stays wet all day your mission is to prove that you are a sword slinger 	1	1	1
18867	user hey stupid her name is melania and old ugly skank ass like you isnt good enough to shine her shoes	1	1	1
18868	user ahh i see your finally embracing your inner blond skank good for you mitche  )	1	1	0
18869	mfs never listen to why you feel how you feel but quick to blame you for it bitch you dont even know wtf was wrong jus stfu dumb ass hoe	1	1	1
18870	user worst thing is if they are that stupid to think he, all by himself, can roll back roe v wade then they really need to educate themselves on how scotus works. they are probably being paid like the other hysterical women.	1	0	0
18871	who was the more hysterical woman at the kavanaugh hearings today	0	0	0
18872	ok like stfu hoe	1	1	1
18873	niggas want you to ride the dick, choke and die for 30 seconds on the dick, juggle on it, gargle their balls like mouthwash, and control you vaginal walls like youre squeezing a stress ball all for them to give you no type of orgasm. goodnight	1	0	0
18874	urgh. tmj pain at full pelt this morning. all of the pain, very little sleep & im off to a separated parents information programme as the court dont seem to buy that i cant communicate with my ex because hes an abuser but that im a hysterical woman who needs teaching.	0	0	0
18875	user maybe james to you all these women as rape victims don't deserve respect and dignity or justice  rape is felony a crime =prison	0	0	0
18876	user so you missed an in depth hysterical candy corngate. episode 2 tonight	0	0	0
18877	user guess what, ann those hysterical women bitch-slapped your boy brett kavanaugh today, and it was fun to watch.	1	1	0
18878	mr fucking graham shut the fuck up about fucking abortion goddamn you son of a bitch, you fucker you can not take away the rights of women to have the right to their own bodies, you son of a bitch	0	0	0
18879	user stfu hoe you are a bad bitch	1	1	1
18880	user are you planning to or are you going to continue to be a garden-variety pussy when it comes to checking user if you only@plan on tweeting, kindly stfu.	0	0	0
18881	i need the lady next to me on the train to actually stfu. it is 6 50 am and you are trying to have such a deep conversation about work place behavior with the man across from you & youre doing so in a loud whisper. its too fucking early for this.	0	0	0
18882	stfu, theres a million people without dads, youre rich bitch, get over it	1	1	1
18883	you're such a bitch stop being such a frigging skank and give him back	1	1	1
18884	user user america was founded by immigrants fucking cunt ass bitch	0	0	0
18885	user lolso truei think booker is winning the battle of most hysterical women at the kavanaugh hearings@corybooker	0	0	0
18886	user and here they are the most hysterical women at the	1	1	0
18887	bitch stfu w the twitter fingers & step to me in real life hoe	1	1	1
18888	user wow, what a fantastic way this cunt has found to denigrate actual survivors of rape & sexual assault.	0	0	0
18889	user lol this is hysterical youre a loser, i actually think you have potential but youre just disingenuous, its clear, you want to be a celebrity not a leader	0	0	0
18890	"user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user ""stop name calling"" grow a pair of balls or dont say anything stupid if you know the truth how come you havent released a statement of evidence at all instead of being a arrogant pest. remember you believe women cant rape men also meaning you think they cant rape women either."	1	1	0
18891	user user i think cory booker wins the competition for most hysterical woman.	0	0	0
18892	user user user user true that morganif obama and hillary would just stfu and go away, youll never hear me talk about them again. id prefer to erase those 8 years from my memory anyway.	0	0	0
18893	user user do you, the hysterical moron even know what the 25th amendment is you should shut the fuck up before i cut you up	0	0	0
18894	i'm going to larp as someone from a tv show because otherwise i might not get to engage in recreational infanticide said the well adjusted and not at all hysterical woman.	0	0	0
18895	user yea that fucking ass hole mother fucking bitch grrrrr	1	1	0
18896	user have you kept that cooling in your human icebox just for this occasionhysterical womanroflmfao	1	1	0
18897	user says the hysterical woman who launched an insane crybaby media tirade that lasted for weeks after she was politely asked to switch seats on an airplane	0	0	0
18898	user user crawl back in your hole you hideous witches. i am sure you either of you former whores would be thrilled if a man would simply touch your skank ass.	1	1	1
18899	user user shut the fuck up dumb bitch. if you dont like it dont fucking reply you childish slut	1	1	0
18900	user susan has lost all credibility and needs to stfu as you said	1	1	1
18901	i added a video to a user playlist skank - tanto (i want you) (ao vivo)	0	0	0
18902	user user user user ok sure. you skank ass troll bot. go take a bath with a toasterno one will miss you when you are gone	1	1	1
18903	"i was also clenching my jaw and further grinding the fuck out of my poor teeth, while saying pleasant things like ""die you fucking bitch, you fucking cunt monster"" as i smashed some of my rage out on spidey"	0	0	0
18904	user we shouldnt worry our pretty little heads over things like perjuryask your wife if women should accept todays corrupt gops plan to return us to 1950s where the hysterical women stayed barefoot & pregnant.youve shown us who you are & i believe you.	0	0	0
18905	and if you're a man (or a woman frankly) who thinks sexual harassment isn't that big of a deal, you're perpetuating rape culture.	0	0	0
18906	user oh no doubt, i stay in the kitchen. music slappin and a lil bit of greenery and i'm cool lol. few businesses damn thats whats up yeah lately theres a lot of spots like that poppin up around my way. which is good. so what would you name it visualize the name to manifest it.	0	0	0
18907	user user user i need you all to stay in the kitchen no preclosing whatsoever.	0	0	0
18908	the only people who can stop sexual assault & rape is the men & women who think they have the right 2 do what they want 2 others	0	0	0
18909	bitch you aint the only one who hate me, join the club, stand in the corner, and stfu.	1	1	1
18910	user user user stfu you pussy. clearly the white guy was the fucking aggressor and laid hands on him first. typical response from your kind	1	1	1
18911	user user user user user user suck these big balls instead you pussy. i would fight you anywhere anyway if you have the balls to step in. come to singapore we can sparr there kid.	1	1	1
18912	user you're a freak-ass skankbag who has been a has-been for 20 years. wtf are you anyway nobody, so stfu and go suck it, skank.	1	1	1
18913	i was referring to women calling other women hoes and bitches or choose to be as sexually active as they wanna be but for him to constantly callin women fucking hoe that wrong and bold	0	0	0
18914	'if all the women who have been [#rape(d)] wrote 'me too.' as a status we might give people a sense of the magnitude of the problem.”	0	0	0
18915	really getting tired of everyone telling me i look like a bitch. like stop the fucking prejudice you fucking cunt.	0	0	0
18916	user whoever sent this rude ass message to you is a fucking cunt. you cant just get over your grief, especially with your mother. i mean for fucks sake, you spent nine months inside that woman. mourning can last for a lifetime, especially with y	0	0	0
18917	user the irony.. islam literally treats women like sex slaves. hubsands are allowed to rape their wives everyday if they want to	0	0	0
18918	patton -oswalt - hollywood 'comedian' women enjoy rape	0	0	0
18919	user user stfu you two foot pussy bitch	1	1	1
18920	my reaction when literally all the girls in my class telling me that im so tall. bitch u better stfu i dont need ur validation hoe	1	1	1
18921	you girls were working it today user user its too bad you both come across as hysterical women.	1	1	0
18922	nicki album bomb af i swear yall niggas really just dont like women sound like hatin bitch go put on a skirt and stfu	1	1	1
18923	user shaddup you skank ass immigrant ho, who did you steal that statement from michelle ... again  wtf would you know about our country, you haven't been here long enough to start that bull shit 	1	1	1
18924	everyone calls u btch, and u don't like it bitch like whaaat who wouldnt be called bitch u wore like a whore waiting for someone to dig their dick so stfu barbie yo' nigga disagree	1	1	1
18925	user so fucking sexy my queen i can i be that special king to spoil you for a weekend are life time suck that pretty pussy and fuck u good plus suck on them sexy feet fuck with me beautiful	1	1	0
18926	im sitting in the library in a free period and this fucking bitch ass hoe put her backpack down before i could sit down wth	1	1	0
18927	youre a whole entire bitch and some. your mother and father probably brother and sister. stupid fucking cunt	1	1	0
18928	were cumming for you skank user	1	1	0
18929	...screaming for decades when was last time roe v wade was actually threatenedasking honestly...@sengillibrand please, shut the fuck up.	0	0	0
18930	the future is femaleaverage 40yr old man  um women should stay in the kitchen,, ha clean my house hahahahame 	1	0	1
18931	"user she fucking called me a ""cracker bitch"", and you're going to attack me nice. fucking cunt."	1	1	0
18932	user dont worry ann. no one will ever accuse you of being a hysterical woman or any kind of woman	1	1	0
18933	user let's see... rape woman then kick the dog. this fat pig needs to be neutered & hung in the public squ…	0	0	0
18934	omg and pussy boys voicemail wishing me a happy birthday was the absolute best i appreciate you so much, thank you pussy boy <3	0	0	0
18935	look. he’s scared of a woman as he hides in an embassy from child rape charges. suck your own 8=d, gay richard bra…	0	0	0
18936	look, lady who needs a therapisti know you love when men choke and slap the shit out of you till you cum but not all of us like that. go put some aloe on that banged up ass of yours and stay off my tl, darlin.	1	1	0
18937	user user you fucking bitch you don't know a fuck about acting. you're just a fucking whore who's used to getting fucked by random dudes you don't even know.	1	1	1
18938	user get in here you pussy	1	1	0
18939	like i care what a charming tim thinks of me most of them cannot lose their residual masculinity (borrowed brilliant expression). im a skank and a piece of shit for knowing men cant become women its got toxic so quickly by the trans brigade - thats male power for you	0	0	0
18940	"no, ""god"" didn't make women for that you fucking cunt. if we love each other we're sure as hell gonna fuck whenever we want wherever we want. stop embarrassing yourself with this shit"	0	0	0
18941	user user user way to have some balls and talk shit like this after mccain no longer around. you know he would have told you to stfu. pussy	1	1	1
18942	you pussy boy	0	0	0
18943	lets see. you brag about grabbing women by the pussy, you demean and belittle people including your own staff daily, so yeah, what we are seeing what we are hearing, is true o stfu, oh and mueller is coming.	0	0	0
18944	an unfortunate reminder that men will kindly shut the fuck up about telling women what feminism is or should be. not your call to make. women will decide - maybe well disagree. but women and only women decide whats feminism. no one asked for your approval.	0	0	0
18945	bitch money talk stfu hoe and go make me some more bread user	1	1	0
18946	i was 18 when birth control became legal by the scotus so i found an osteopath that prescribed it to me at 16. sen hatch & sass yelling in the senate to get those hysterical women out of the chamber was clear the gop still wants control of women's bodies.	1	0	0
18947	user user got a job you fat daddy fucking cunt . thats how im paying rent dumb ass hoe	1	1	0
18948	user hilly puts above anything i support woman am anti rape but won't return harv's donations always about money with clintons	0	0	0
18949	i hate those memes which go dear girls, stop doing     if you think boys like it because we dont like you fucking cunt you think i even spend a second of my day thinking about you or your dumbass preferences yall are dumb lmaoooooo women dont give a fuck about you	0	0	0
18950	user user you bitch. you fucking whore. a fucking whore like you gets a chance to act in movies. what about the thousands of struggles we have you motherfucking bitch you bitch who doesn't know who her parents are, now acting clean you	1	1	1
18951	user user the reason had to grope and rape women is because who in their ri…	0	0	0
18952	user user some pussy replied to my tweet but muted me first you pussy hahaha	1	0	0
18953	copper sandwich maker sweeps sponsored by money nuts and kitchen authority enter today	0	0	0
18954	i just had the rudest fucking bitch cunt on the phone to me at work and i want to push her off a cliff n jump on her ribs . ent phased	1	1	1
18955	ann coulter is right. booker/harris r behaving like a couple hysterical women, each trying to outdo the other.	1	1	0
18956	user i do believe he is more of a hysterical woman than kamela harris.	0	0	0
18957	bunch of hysterical women protesting again.	1	0	0
18958	user no, you are the most hysterical woman alive. go find an island and stay there.	1	1	1
18959	user this is the real hysterical woman 	1	1	0
18960	user user user samantha why dont you just shut the fuck up and mind your own damn business. this whole situation has nothing to do with you, so why you out here running your fat mouth if she wanted to sell her pussy she wou	1	1	1
18961	user user me  h-you  bitch stfu ilym stupid dumb hoe 	1	1	1
18962	user user user user user user user user user user user user they are not representing all women. theyre representing hysterical women that want to whine and cry about our president and the booming economy. the majority of us women do not agree with those few. check out my article	1	0	0
18963	stupid fucking cunt, what you dont like me so youre gonna speed through a stopped bus to what try & run me & my 4 year old down wanna act like a tough ass, come do it to my face. dont put my kids safety at risk cause youre a stupid bitch.	1	1	1
18964	user why don't u stfu. you are a hysterical idiot you are exactly what's wrong with this country. go back in your elite hole	1	1	1
18965	"user lol we already have a theme song then ""we stay in the kitchen when the kitchen gets hot"""	0	0	0
18966	user macchiato would love cooking in home ec class she could stay in the kitchen and sample what she made  )	1	1	1
18967	user the episode in which ann coulter mocks most hysterical woman as, literally, the most hysterical woman.	1	0	0
18968	the same men who denigrate trump's accusers, defend o'reilly, or deny date rape exists now castigate women for not coming forward sooner	0	0	0
18969	user user oh look another hysterical women	1	1	0
18970	i never been with a girl as big as you pussy be beating hard on this dick bet cool hopefully you can find a girl my size that would want to go down on ya	1	1	1
18971	user user user user cos u know women who are rape survivors historically have always had 'fair justice' served smh	0	0	0
18972	user user user user the filthy skank lost. time for you loser's to grow up. no one likes whiny little bitchs.	1	1	0
18973	user user sally field was the love of his life and burt went to his grave regretting he lost her. when you get older numbers don't count except to a skank like kirk douglas.	0	0	0
18974	hey user you fucking cunt ass bitch. do the world a favor and fucking kill yourself, at least you'll be great to something and not fuck that up.....at least we hope you won't.	1	1	1
18975	"user yeah, asking for the truth could be characterized as ""most hysterical woman"" by someone who has no idea what a woman actually is."	0	0	0
18976	just remember in some countries a village will burn a woman alive, stone her and rape her corpse if she refutes an arranged marriage	0	0	0
18977	user you fucked puerto rico & the people and you know it my own family members bore witness & lived thru it at bare minimum, stfu instead of attacking with lies & bullshit you & your paper towel throwing bullshit you fucking liar piece o	0	0	0
18978	user you're a joke kammy. you couldn't hold justice kavanaugh's briefs. trying to fund raise from the brain dead sheep, regarding a confirmation you can't stop. race baiting marxist skank that you are.	1	1	0
18979	most hysterical woman	1	1	0
18980	user if by hysterical you mean logical, well-read, unapologetic, and passionate, then you, for once, are correct.	0	0	0
18981	in modern life, is becoming an increasing issue. so, to support you and your healthy nights rest, we have some to aid a restful night 	0	0	0
18982	user user and you should know about being a hysterical woman.	1	1	0
18983	thank you user for the hysterical & heartfelt wonder that is	0	0	0
